,SquareFeet,Bedrooms,Bathrooms,Neighborhood,Price
27067,2026,4,1,1,219955.5694170913
6787,2245,3,3,0,338338.9532895772
6625,2948,2,1,0,382541.3752027406
35415,1280,2,3,1,153507.89666560254
20170,1791,5,1,2,195245.011194968
10568,1166,5,2,0,124010.43945039614
35027,2073,4,2,2,248807.7181596053
20060,1746,4,3,1,277891.0472485522
27674,2943,2,1,2,267630.55839528376
33331,2325,2,2,1,225885.93768033432
9407,2296,4,2,0,305024.12376293296
11229,1560,2,3,2,175476.05027710658
43522,2773,2,2,0,299759.76331282634
35177,2656,2,2,2,344982.8297489502
37051,2277,4,2,2,318109.4831501588
9793,2316,2,3,0,260266.31245175315
33842,1342,5,3,0,93703.70366048078
20270,1440,2,3,2,258175.77935724184
27223,1751,2,1,2,202861.97641342576
29749,2165,3,2,0,221122.93765506905
16237,2829,5,3,1,313362.7381941022
40400,2896,5,3,1,325851.2777013653
5596,2906,5,2,1,318811.2945919124
46264,1045,2,1,0,156443.91794738566
49829,1282,4,3,0,206365.5088573678
19298,2572,3,1,1,242900.62007544652
37058,1554,4,1,1,111122.34053727062
14757,1739,4,2,1,191465.8587259704
41433,2603,3,3,0,249790.344670464
632,1896,3,2,0,171955.104831796
43442,2487,4,3,0,254971.14047830712
4539,2273,2,3,1,231772.1841333377
29867,1197,2,3,2,151421.3089410708
22368,1730,5,3,0,146563.22422299045
12685,1838,5,1,0,222171.23150412107
35185,1296,5,1,1,207845.03665162783
31224,2882,3,1,0,379912.7617757578
36974,1012,5,1,2,170317.7480759865
25484,2936,3,2,1,354391.56495863554
2578,2560,4,3,2,216130.45248133256
35161,2494,5,2,0,265721.1102157727
1757,1006,3,2,0,85889.10355271914
47013,2958,5,3,2,329975.40153652057
45226,2724,3,3,1,310912.3067922671
44343,2982,3,2,1,274710.68154226785
43887,2937,3,1,0,376619.16811867553
37160,2674,2,3,2,314809.9004376016
45637,2739,2,1,1,318884.14640520606
49737,2013,4,1,2,281634.14329410833
22039,1683,4,1,1,188520.04594714253
11246,2320,5,3,1,351478.73856627813
25401,1858,2,2,1,252223.1819105298
25688,2407,4,2,2,254909.9053129524
35303,2408,3,1,1,133655.553586506
27024,1690,4,3,1,116345.81936215826
37052,1741,5,1,0,121489.97417167414
43597,2868,2,2,2,284278.8700321401
9672,1560,2,1,2,229078.22436911945
16810,2817,3,2,0,325251.8450620278
15161,2361,3,3,1,236176.78913705912
38568,1687,4,1,2,249400.53054662264
23587,2608,3,1,0,246470.7701587568
40934,1960,3,3,2,349475.90708671825
36484,1637,2,2,2,245041.34077563707
17105,1850,4,1,1,259745.14242056385
897,2683,4,2,0,373582.4579638869
11730,1772,2,3,2,200078.45924895
37293,1828,2,1,0,218717.7041666837
38663,1016,3,2,0,158052.68886346393
47147,1430,2,2,1,96243.65084778474
25842,2018,5,1,1,249496.21140967924
44088,1509,2,3,0,169669.5129643326
34283,2083,3,2,0,164621.13814250162
41505,1445,3,1,0,190860.0773092931
690,2039,5,1,2,235473.2568647501
36880,2992,4,2,2,312132.09914821014
44951,2685,4,2,2,316494.3243774172
35677,1198,3,3,1,60403.270405209
40017,1835,4,1,1,185754.81183958985
37718,1775,3,3,1,245595.9581861315
19530,1674,5,3,0,130720.04295378287
5211,2172,5,2,1,241699.7188376449
47645,2251,3,2,1,295203.8700208687
17803,2861,2,3,2,304389.7911672957
36108,2746,4,2,1,290111.55177062243
3576,2716,3,2,1,321177.9521849243
916,1933,2,1,0,214957.65001214077
16922,2910,2,1,1,428790.6075764278
22742,2041,3,3,0,220175.5754256808
43784,1171,5,2,2,242893.706468936
23054,1328,5,1,0,234454.59350065884
31304,2885,2,2,0,328920.1461713177
19216,1402,2,3,1,264869.9848353355
11146,1177,5,2,1,69703.63326566468
45297,2070,3,3,1,274649.7489146583
48761,1175,4,2,2,123022.277105345
29910,2203,4,2,2,303990.0372596665
39054,2015,2,3,0,137350.11618903937
19409,2209,4,1,1,221848.61570254652
33717,1213,3,3,2,40307.1884703116
12430,1344,5,1,1,168154.32459364148
4022,2673,3,2,2,320259.1008401471
27096,1506,2,3,1,186074.3195773663
24204,2871,3,1,1,299546.6245681752
22506,2718,4,2,2,201462.16294625695
27605,2525,3,3,2,311448.97419730824
15467,2119,3,3,0,228791.6708110135
17169,2588,2,2,0,297688.48892150435
41285,1202,2,1,2,66949.4602836677
18028,1620,4,1,0,238314.6710213023
39219,2405,4,3,0,346027.2287020783
6813,1295,2,1,0,56246.102515650055
31231,1665,5,2,0,168652.08431420405
35538,2574,5,2,0,387213.1741058987
45046,1783,5,2,2,260820.7774769814
16461,2759,4,2,1,232461.8815042209
23687,1689,5,3,0,211957.7139124177
30295,2142,3,3,0,240348.08977216776
39181,1346,2,2,2,152090.27707057557
26525,2689,4,3,0,289600.88823858806
25584,1130,2,1,0,112401.53295781648
30335,2930,3,2,0,288586.72160579584
598,2129,2,3,0,194238.86404489263
20961,1792,2,3,1,249587.52806206755
4004,1021,3,2,2,115818.11173447756
40083,2138,4,3,0,277786.6638470492
43625,2356,2,2,1,316289.65474349353
42918,2142,2,1,2,237017.3140439204
38462,2403,5,1,1,337025.11235934927
39007,1277,5,1,1,44894.78375115806
41533,1580,3,3,2,173743.58210094538
15482,2909,3,1,2,313571.7799151813
37870,1853,3,1,2,138763.98375985015
36965,1662,2,2,2,241553.93889854188
42432,2366,2,1,2,208928.54192417345
42486,2666,2,1,1,264079.63455392927
11046,1726,3,3,2,173550.9860234487
11946,2937,3,3,0,306633.60563109955
39939,2081,4,1,0,268081.83223553933
34234,1772,5,2,2,109854.09627844626
11119,2507,3,2,0,299192.8022296488
42485,1769,2,2,2,121177.91017617
9620,1264,2,2,0,84297.5202010081
29686,1274,4,3,0,141223.36425579074
20827,2880,5,2,1,324279.3229335104
44699,1310,2,3,0,183019.04790233605
14390,2444,2,1,1,265719.7247633184
2839,1813,2,3,0,176340.52545497112
41845,2492,2,1,0,289701.49031572614
20154,1350,4,3,1,77709.49716213335
3220,1508,2,2,1,167390.45738476183
28166,2831,2,2,0,220821.0111557879
11334,1556,2,2,0,176624.32963849194
26372,1066,2,3,2,98092.59486329932
22346,2252,3,3,0,144197.17834186694
43680,2425,2,2,1,271792.03346880403
11540,1945,5,2,0,194083.2564900926
4699,2509,2,1,2,283850.30740928696
49873,2730,3,2,2,235135.9516690625
23794,1037,4,3,1,89795.08447649452
5246,1110,5,2,2,200812.4153779428
11555,1225,5,1,0,104566.26646403396
12511,2500,2,3,2,293526.2953231044
7345,2492,2,3,1,289858.4337981868
7403,1584,3,3,0,166659.91002222974
39596,1122,2,2,2,43073.45697167536
49387,2536,5,2,1,337391.3702968859
25444,2259,3,2,1,167546.04145470832
4486,1601,3,2,1,119072.25952271376
44740,2653,4,1,2,297697.18706517183
47520,2344,5,2,2,163484.16130291548
30979,2660,2,2,2,284552.62853946665
37273,2903,3,1,2,273481.52228626143
43809,2105,3,3,2,177156.7775077543
9188,1756,3,1,0,160749.5613710733
13422,2608,2,3,0,258246.20111209288
47486,2836,3,2,1,274975.8657054816
11916,1505,3,2,1,204453.3306717368
37398,1047,3,2,2,183247.3167781725
27132,1640,3,2,0,217924.6697648592
18630,2753,5,3,0,307526.0357839105
18735,2033,4,3,2,232230.5833197982
44169,2571,2,3,1,266753.94220669125
17441,2775,5,3,2,287637.7234530478
45988,1110,5,1,2,114891.378264977
42096,2560,4,1,0,323562.8435614352
42242,1992,3,3,0,181053.06884445163
15131,1178,4,2,2,6124.032173620857
12889,1011,5,2,1,180949.190240159
9483,1578,3,2,2,241500.25742457795
1074,1437,5,3,0,152095.59082597902
14271,1419,5,3,0,177213.29780037102
41718,2657,2,1,1,180647.8893858086
26872,2217,3,2,2,298581.4154113688
33564,1352,2,1,2,179000.68132727625
47417,1413,4,1,1,220372.2451257049
42635,2622,3,1,2,277749.6539787087
26241,1122,5,3,0,167800.19351439798
43720,2759,2,1,0,306245.4730865575
9394,1491,4,3,2,66519.00389965289
43558,2392,5,2,2,262786.4266472416
26897,2522,5,2,1,305507.5120892864
41468,1114,3,1,2,159607.62515976574
12609,2013,5,1,1,255727.46591835437
6089,1801,2,3,2,244220.68913676476
25706,1888,5,1,2,211102.5837690388
40790,2088,5,2,1,188211.21747478496
38680,1421,3,1,2,131065.89467881042
44957,2292,5,2,1,306235.1463853707
9195,2151,2,2,2,225156.93901234007
38795,1764,4,1,1,132788.6082093236
565,2365,2,1,1,323820.0405682337
20516,1368,2,2,1,219062.5311027653
5904,2164,5,1,0,264051.60642785305
43798,2586,3,1,0,275104.9920697698
31587,1003,2,3,2,116666.75779746936
13884,2077,3,2,2,217499.14995000977
840,1587,5,2,1,208334.57395061577
36677,1067,4,3,1,123072.6391763804
9843,2155,2,3,1,204702.9875813454
43758,2605,4,3,2,211480.7324422383
43995,1321,2,3,1,188495.62122703248
32549,2636,3,2,0,289856.4622879493
25055,2218,4,1,0,385254.42700186593
35454,1055,3,1,0,90646.09677761544
26565,2873,3,3,0,257990.77871373075
40378,2135,5,3,0,264863.5292830489
12345,1852,5,3,2,161226.86655694255
46600,1873,4,2,0,232746.31797744424
9349,1125,4,1,0,167950.53790553776
12986,2644,5,3,2,257289.35458678988
36881,2570,3,1,0,170024.66459339383
31634,2977,2,3,2,435611.2335914908
765,1977,3,2,2,284245.94156282244
47793,2821,2,2,1,317824.62497147446
41581,1082,5,3,2,225605.3288963254
41268,1762,3,2,0,268418.66598896903
43150,2871,2,3,0,372886.5589262901
47893,2214,4,2,2,244800.854467754
37655,1367,3,2,2,181943.29733356816
43808,2932,4,2,0,344551.1306230046
2622,2977,5,2,1,357918.0248939186
43319,1639,4,2,0,189049.8639198384
42266,2176,3,2,2,228323.80884516405
39499,2649,4,1,1,282272.6375589369
35815,2343,4,2,1,288590.00678551465
17299,2055,2,3,1,217261.64883921517
36891,1557,4,1,0,277103.28147335415
17694,1033,5,3,2,181322.0046552668
20138,1270,2,2,2,213390.7412449201
15842,2138,2,1,1,258340.2126306189
34810,1178,3,1,1,192664.66042810032
18245,2677,3,1,2,225715.64179896424
9393,2551,3,2,0,283661.4131597456
35473,2680,2,1,0,343934.2086506598
46937,1223,2,3,1,153127.21820963547
32858,2691,4,1,0,261936.66351949336
33813,2996,3,2,1,276281.6921090022
12762,2320,3,2,0,271810.9641397607
25805,1225,2,1,1,147482.7350812776
25050,2566,5,3,2,337168.5717111215
30363,2298,4,1,0,277493.6222581917
30671,1524,4,2,0,131521.37966927188
13919,1316,5,3,2,185982.81182408056
33977,2350,2,1,0,190964.11367098545
23222,2360,4,3,0,282045.3342969464
44832,2546,3,3,0,285392.4840538798
26037,2088,3,3,2,195392.45040428257
31606,2369,3,1,0,198503.55658484565
3501,1844,2,3,0,225565.52710245288
47561,1003,5,1,2,56848.327825813496
41277,1192,5,3,0,257019.090112817
35497,2731,3,2,1,330847.59830468526
19129,1867,3,2,2,191211.88709357308
20615,2519,2,2,2,215415.3050198173
4246,2782,2,3,1,322746.8150547178
20358,2555,2,1,1,270512.2722730268
45883,1742,5,1,2,195075.8892799964
1360,1558,2,2,2,220726.23351701317
12942,2129,5,2,1,262209.3163221603
31552,2182,5,1,0,273423.65986121545
26165,2946,2,3,1,365226.6643264649
17274,2526,2,2,0,240728.016036418
34366,2412,3,2,0,276491.3655543078
23973,1585,5,3,1,258430.51827972068
1510,2900,4,1,0,275815.9180208523
12791,2150,5,1,2,234501.65011723636
36901,2205,4,3,1,298527.5164748207
43336,2431,2,3,2,329439.3158607599
1846,2401,3,2,0,221099.73732183108
27956,2604,5,3,1,316294.31655300007
12254,2390,3,3,1,322110.0210950588
7845,2390,4,1,2,362595.3076905788
6970,2422,3,2,1,307886.8230025617
27627,2232,2,2,2,242619.25893782708
46462,2729,3,1,1,303140.9099941139
29335,1355,2,2,2,220071.70107126347
13780,1388,3,1,2,131252.21152447708
15711,2286,4,3,2,230448.4783284416
20298,2680,2,3,1,333258.0052274222
12013,2737,4,2,1,236068.90041956585
4336,1464,2,1,1,173816.424990632
29689,2768,3,2,0,360405.19286546414
14378,1684,3,2,1,271015.6935293108
11688,1672,3,2,2,147480.7771552208
41419,2586,3,2,1,251703.9493167028
10260,1910,2,3,1,197595.3795896547
25835,1040,5,3,2,260396.97668595187
36403,2166,3,2,0,293542.63776874274
29386,1746,4,3,2,189440.8435307017
2109,1938,2,3,0,183183.1138965336
12512,2137,2,1,0,228899.81452316925
10788,1368,3,3,1,141275.27494159405
28483,1488,3,1,2,178557.68087933422
7780,1519,2,1,0,190502.1441387729
40618,1271,5,2,1,162967.79927778858
3647,1435,5,1,1,101224.1919015686
30190,1173,4,1,2,117826.19604642096
38113,2573,5,1,2,379649.5836938816
11361,2323,5,1,0,306964.78022476204
36973,2902,5,1,0,307307.87656023435
45516,2778,3,1,0,280496.3881098118
48206,2478,5,1,0,305503.8039148582
48504,2794,3,3,1,320451.74779997935
43284,1937,5,3,2,253985.619753938
636,2470,5,1,1,276587.1870510741
8991,2570,5,2,2,358847.74414923345
16641,2862,4,1,1,349586.0383862596
22681,1325,2,1,0,181635.3507412997
4516,2682,2,2,1,135953.27566421244
1193,2753,4,2,1,326789.9498035659
32832,1073,2,3,2,42998.374989978125
17371,1555,4,2,0,221313.79205849365
32324,1887,5,2,1,212564.1096575174
42745,1906,4,3,2,226404.9358606055
13877,2127,4,1,1,234957.595182882
6793,2117,5,1,2,217385.40508327185
2965,1788,5,1,0,109080.5902500728
21962,2564,2,3,1,371040.4126648537
9785,1522,5,1,0,157027.30044314
22091,2088,2,1,0,266942.7794946062
4519,1126,4,3,2,60804.94938441727
9589,2364,3,2,0,222080.93942278132
14278,1433,3,1,0,149822.1275797821
3218,2523,2,2,2,264221.31783821696
34763,2952,4,2,1,356214.0606921142
37319,1591,4,1,2,187458.1297076189
2462,1583,4,1,1,132820.13053009647
32765,2256,2,3,0,351405.8316996047
18079,2517,4,1,2,283980.2901147068
39679,1486,4,3,2,229418.18533272884
33276,2523,4,3,2,270745.5937593896
33458,1605,5,2,2,275342.10787464713
40224,1369,5,2,0,107089.16613973088
41531,1121,5,1,0,121785.0281518088
26640,1122,2,2,1,131868.6941534034
30807,2517,4,3,1,311431.1056905723
43819,1831,4,3,1,174009.93612769843
4154,2758,5,1,2,321218.78008227376
432,1687,2,1,1,130383.649751031
5172,2519,3,1,1,269755.1718208356
24000,2549,5,1,2,332739.3069297999
34620,1195,4,1,0,174271.49311994444
26033,2236,2,2,0,282232.7606345028
45381,2387,4,3,2,264202.83212627907
12708,1010,3,3,0,121106.04779047571
37,1856,4,2,0,124711.70785494654
32563,2734,3,3,0,268890.6678222521
33043,2454,5,2,2,254068.8091268235
32159,1651,2,3,1,172788.37182061106
20386,1732,2,3,2,224527.618002007
48402,2681,2,3,2,213472.87711413729
40680,1559,2,2,0,132123.90510792992
37383,1732,2,3,2,206406.5581682394
713,2600,3,3,0,287191.8105601077
559,1574,3,2,2,125013.14514330492
48130,1490,2,2,1,189117.1727027812
37111,1175,2,2,0,144843.16585399373
35123,2126,5,3,2,175910.28107778792
13102,1109,4,2,1,238161.8362168271
37327,2339,3,3,1,244813.19220587335
12623,2067,5,2,1,220218.2392836091
46804,2814,3,1,1,271870.02777059324
6137,1864,5,1,0,190925.36961717453
25474,1585,3,2,1,182951.66466204467
39792,2629,3,2,1,232999.4879756432
30401,2473,2,2,2,200236.0453488469
13103,2584,5,2,2,363747.8518355655
32561,2671,3,3,1,302152.62094765744
26342,1259,5,1,2,92668.74609399048
20698,1912,3,1,2,333748.1344070576
40230,2334,3,2,1,250551.26810590632
18903,2256,3,3,2,261384.455843752
24730,2471,2,1,0,287381.04303192126
28829,2159,3,3,2,176162.7391638338
18977,2075,4,2,0,255790.5549364628
24831,1074,4,3,0,90952.12667506098
13028,1395,5,1,0,133861.18290697754
13890,1104,4,2,1,100901.12994567509
3750,1037,4,2,0,183274.97427076468
11610,1654,5,3,2,218768.99180789632
1598,1370,3,2,0,165914.80872808408
44294,2269,5,3,1,247118.40923424
20889,1646,4,2,0,98454.14688701494
30696,2078,2,3,2,175722.65037679242
40124,2938,2,3,1,352527.879330406
14091,1742,4,2,2,247409.6541448501
24328,1208,5,1,1,153092.30576824973
9380,2916,4,1,1,263441.52067053027
49480,1599,2,3,0,107582.91002452756
22406,1734,3,2,1,112840.61421604735
4306,2967,4,1,0,306938.1353003861
35795,2506,3,2,1,185948.4486990887
22709,2240,5,3,0,204696.6965991389
45124,2431,4,3,1,178061.31198900915
13296,2343,3,2,2,217374.45748896967
48904,2758,5,3,2,369180.7642228836
28456,1265,3,3,1,200480.792125118
7530,2939,4,3,0,329127.9912182725
38620,2016,2,2,1,166844.03581057664
48799,1116,3,1,0,252790.76742290013
42042,2233,4,1,1,241436.27041308035
1560,2003,2,1,1,177089.86778592397
13324,2410,5,3,2,165296.04169733397
13539,1815,4,3,2,156188.49073072083
25033,1185,2,3,1,126872.86987266378
19330,2967,3,1,2,299829.73789076164
7935,2641,4,2,1,346118.1719083703
2108,1060,4,3,0,165516.2772992202
30382,1631,4,2,2,213086.90768695387
31281,1740,3,2,1,247097.8324094473
42137,2813,3,2,1,270325.2408135861
38238,2121,4,1,0,266015.4581915961
19478,2331,5,2,1,333805.11383955483
47452,2148,2,1,1,219271.68994897488
30643,2914,5,3,1,274684.58239249384
10456,1257,2,1,2,249146.9698056362
12572,2524,3,1,1,260311.09276733545
15874,1650,3,3,1,228062.5457487472
13947,1746,5,1,0,204847.9291679944
7946,1492,2,3,1,206710.0343468332
16116,1398,5,2,2,189333.93806468684
44152,2113,2,1,0,209233.39601247365
19810,2855,2,2,0,348460.8137245219
40700,1029,2,3,2,109992.50508975609
42889,1341,5,2,1,154048.06925831694
17301,2801,5,1,1,218347.5714333313
48114,1857,5,3,2,208449.8247259548
760,1191,2,1,2,103169.83082983548
19515,1798,2,3,1,258237.91458010804
33774,2669,4,3,0,292199.97388222563
26884,2449,2,1,0,199682.55835422644
33111,2492,4,3,2,249321.67404070977
30582,1795,2,1,2,241284.84499819172
17075,1840,2,2,1,130356.28122698388
35385,2820,5,2,0,242115.20808071716
16690,1545,3,1,2,166224.1850727776
30731,1627,4,1,1,145464.59298241287
30196,2516,5,2,1,265570.7318374763
11745,1696,4,1,0,271312.4665430861
1786,1804,2,2,0,212473.87991029452
4386,2986,2,3,0,317052.33420498006
21717,2994,4,1,1,411973.1205051634
44724,2185,2,3,1,247765.5223163638
9484,2878,4,1,1,229515.12729602
4897,1146,2,1,0,208399.07923315588
22132,1833,5,3,1,215243.70651809868
12657,1871,5,2,1,215231.2975996541
15332,2973,4,2,1,214732.0482253799
43782,1773,3,2,0,170141.59938386708
29497,2199,3,1,1,194070.87954251608
22226,1240,5,3,1,223259.75575076463
15245,1964,5,1,2,267963.537981043
17265,1695,5,3,2,295918.3356477575
7414,1843,3,2,0,77897.96676142109
21707,2431,5,1,0,263481.0382953737
18114,1258,2,2,2,175903.4235926138
2650,1294,5,3,0,186226.9624173399
2588,2756,2,1,0,285621.14348845044
25303,1459,4,3,1,147422.53598752874
29398,2658,5,3,2,331287.6713714395
19557,1294,2,1,2,118271.39873082934
11019,2448,2,1,1,215920.59812113972
35971,2011,5,3,1,247716.48803208928
31061,2040,2,1,0,259402.48824638448
11682,1610,5,1,0,193657.23587588905
37593,2837,3,2,0,407498.82883839705
4222,1619,4,1,2,225407.21192242205
38482,2539,3,1,1,344516.45608351374
9804,1888,5,2,2,257866.53138892708
30716,2394,5,2,2,264884.749813862
31094,1529,5,1,1,197734.21443815628
12790,2760,4,3,2,291115.52465573
27016,1616,2,3,0,198276.96981357396
9379,2137,5,2,2,297821.8596648525
20153,2451,4,1,2,218735.37448376397
7385,2008,4,1,1,314097.81561526365
48046,1232,4,2,1,81304.0206609981
1755,1822,3,2,2,291306.92478466296
148,1418,5,3,1,222904.25800629333
25378,1798,2,2,1,198065.9981688016
45668,2524,4,1,0,160241.21961584498
38162,1560,5,1,2,192451.05031442555
44863,2528,4,1,0,265100.3589152024
15556,1710,4,2,0,228789.4744692921
34401,2777,4,2,2,279365.9824556789
5834,2263,4,1,1,252329.91067212645
3773,1535,5,2,1,305659.5844992391
28360,1007,2,3,1,129791.04500304256
48157,1109,4,1,1,78810.50735484142
2016,2549,5,3,1,395271.1742240697
5197,2878,3,1,0,249882.75905815867
48873,1468,4,1,2,85974.43945971757
45608,2046,2,2,1,314313.4692315202
38546,1482,2,3,1,144910.46561288738
33390,2084,2,1,2,263263.210845336
38119,1124,3,3,2,194997.75032849077
45375,1032,4,1,0,129081.52179554748
865,2388,3,1,1,253719.6212512084
43667,2449,2,1,0,312374.32884578937
23411,1178,2,3,1,104318.8737052852
41849,2084,4,1,2,227088.60239060805
4481,2159,4,2,2,242669.9299681082
47661,1754,3,3,2,298922.8673399658
45663,2591,4,1,0,350208.09708371165
16876,2151,4,2,1,211910.2719790187
32904,1857,4,1,2,195979.33483011555
37620,1605,4,1,2,63559.78464640072
4511,2574,5,1,0,289319.9619508007
5349,2594,4,1,2,338286.1010890426
21601,1888,5,3,0,135131.1399682467
352,1640,3,1,1,180978.0156828019
4464,1752,5,3,1,256831.43508352412
17168,1537,4,1,2,225005.36835967624
44586,1644,2,1,0,236397.9452535974
3876,1930,4,1,0,256517.7125945958
179,1642,4,2,1,216976.90806023663
12649,1488,2,1,0,219048.3964428552
24560,1549,2,3,0,241457.91889340413
26771,1110,5,1,2,27780.99794078665
21192,1527,5,2,1,194292.83466324632
7443,1551,4,3,2,162746.34332956548
41364,1743,2,3,2,227269.995132756
5964,2318,5,1,0,211335.7325331828
14121,2815,3,3,2,248259.3249304247
34588,1926,2,2,0,144364.16390531987
364,1345,2,2,1,165456.11841318812
14659,1120,5,3,1,213685.22236978868
15093,1449,3,3,0,134936.90841719342
32050,2716,3,1,1,287104.1370979771
6044,2818,5,2,0,385294.3608851006
8228,1665,3,2,0,148306.19354188896
49093,1414,5,2,2,223165.9763941629
13906,1100,3,2,2,164098.12866218318
32364,1932,3,2,1,117579.55315248248
2803,2359,5,2,1,282167.8724464958
41485,2121,4,2,1,271133.2144059458
35711,1338,5,3,2,139018.05769118882
47093,1704,4,1,0,147558.25801360558
12867,1112,3,3,0,153613.75047001863
48795,1179,4,1,1,136386.4992804718
24869,2048,5,3,2,208094.84388928185
1245,1805,3,3,0,158850.12450646033
22760,1896,3,3,1,270242.07368194754
20936,2734,2,3,0,251111.87431923675
13757,1536,3,2,2,166018.06474676658
30634,1079,3,1,2,89595.50281714746
36842,2682,4,3,1,295029.7049022812
38721,2977,3,3,1,400663.1215776443
3241,2489,5,3,0,229651.58275489692
32895,2428,3,2,2,252123.61298107327
43324,2919,3,3,2,274072.88064736035
16161,2380,4,2,0,285623.08214023354
31119,2691,5,2,0,307412.666860882
46805,2388,3,2,0,256190.9426633512
14739,2513,2,3,0,207622.4419684292
18171,2197,3,1,1,282431.62309833826
45795,2096,3,2,2,269344.4562813451
6482,2432,3,2,2,280351.4633021236
11329,1235,3,3,1,168861.7017443294
41344,1136,3,2,0,128123.6920293898
22243,2308,3,1,1,256721.9295840804
36323,2634,5,1,2,406220.185330037
4398,1479,4,1,1,135750.65025988128
22272,2481,5,2,1,273610.4110375233
48030,2365,4,3,0,262840.28214607056
23210,2968,3,3,0,295188.96901332965
20789,2547,2,3,0,343256.48117003153
20746,2357,2,2,1,201782.10392863047
3569,2699,2,1,0,312966.28029039974
40260,1773,3,1,1,180826.20185038133
40663,1375,4,2,0,163650.55559864125
42467,1243,3,1,1,117871.2898072682
25751,1477,3,2,2,246594.69477737576
21549,2582,3,2,1,268434.39287651895
11327,1811,4,2,0,213343.0007427658
38284,1500,2,2,2,247048.52142424136
47369,1747,3,3,1,227960.9033748533
17368,2981,4,3,0,271570.5460245591
37089,1769,4,2,1,66189.4949073703
38662,2266,3,3,1,361211.38885591214
37628,2422,3,1,0,290739.54230204725
23777,1800,5,2,2,140350.9741415623
19433,2053,2,2,1,210004.1536367264
1790,1904,3,1,2,169080.62899837384
13750,2725,5,2,2,315296.90884188993
13673,1337,3,2,1,76607.45933377372
39985,1345,2,3,0,225024.33564375213
32402,2193,5,3,1,288223.55363752454
25668,2814,3,2,1,229442.74892405843
29273,2244,4,1,2,256414.11350457603
40709,2710,5,3,1,298214.2045516019
9238,2632,3,3,0,327283.9917956144
39120,2233,4,1,2,194832.33947053808
10,1466,5,3,1,191113.7686788604
10849,1564,2,2,2,169129.20144862312
38658,2693,3,2,2,291455.5899679475
8863,1286,2,2,2,198016.95034427667
17823,1320,2,2,0,170153.57287224467
1404,2969,4,3,0,369632.8628236745
47137,1997,4,1,1,289793.59761464444
43946,2382,3,3,1,222201.1301533408
44788,1323,2,1,0,251679.9900416776
31977,1349,2,2,2,180335.228445172
10594,1617,2,2,0,150038.04586080497
41741,1536,2,1,0,280415.71007375955
44272,2403,2,1,2,323808.94696318335
2433,1692,5,1,2,203759.1962845132
8522,2353,3,1,2,230402.66299085843
34132,2786,2,3,2,191554.84100457985
22635,1761,4,3,1,65190.67921599472
372,1253,4,3,1,205827.91372135773
909,1504,2,1,0,206783.25374908888
14926,1472,4,1,2,299986.208667047
46276,1680,2,3,1,167965.8793759151
41694,1925,4,3,0,181121.29556124937
2404,2980,2,2,0,371928.4939716992
32180,2565,3,3,2,265527.8753617853
28760,2218,5,1,2,137858.66234789672
11672,2271,4,1,1,169239.16819345346
21701,2725,4,3,1,310559.58015931485
39556,1262,5,1,0,88302.89868771435
11425,2716,2,3,1,278567.80327381
34032,2577,2,2,0,235319.35201133692
1195,2946,5,2,1,355324.47857444914
35779,2844,3,2,2,323111.80065376026
29920,1867,2,3,1,179625.3966083167
15715,1761,5,1,0,202669.73341126463
256,1317,4,3,0,72491.39025921248
16376,1553,3,3,1,183602.6625784664
8212,2942,3,1,1,278865.9518115167
1410,2953,3,1,1,315491.5382549024
49766,1211,5,2,1,125104.20901244554
20074,1702,2,1,2,220042.9753657399
4729,2961,5,3,2,324950.1988989393
46530,2654,2,2,0,308092.1387818992
24738,2184,2,2,0,201893.2658177414
25208,1731,3,2,2,181895.21778813383
48417,1989,3,3,2,252593.4130946688
29525,2690,3,2,0,284202.7470051942
10064,1844,3,3,1,214189.42053821715
28969,2807,2,2,2,342769.09707955737
42063,1155,2,2,2,195763.23909456652
4788,2982,5,2,2,357463.9674002588
13674,1578,5,3,0,200247.25377127543
7529,2938,5,2,1,402386.0111754477
9312,1473,3,1,0,153591.60816402093
15881,2437,4,1,0,296771.9417512726
1726,2790,2,1,2,263515.31172333745
43270,1764,2,3,1,221543.1216662248
46482,1578,4,2,2,213518.1918754209
21838,2135,5,3,0,198322.41686973497
21529,1152,2,3,0,178038.31740414532
5917,1403,3,2,1,103702.00907725692
24859,2104,5,1,0,113121.5072110824
46852,2080,3,3,0,288155.8133359911
13897,2181,4,3,2,118702.91611034464
41731,1915,3,2,2,166307.46174051578
38401,2968,5,2,1,322702.9923811071
22906,1716,5,1,2,270093.8990428973
25981,1135,2,2,0,205451.75168209945
46956,1514,5,2,1,179053.5435497766
42921,2426,4,2,0,234815.4702190589
1380,1171,5,1,2,187244.1802802173
7696,2016,5,3,1,215835.3344171733
3691,1873,5,1,1,218285.6546887041
28304,1001,3,1,0,123855.9688416378
22273,1094,2,1,1,201133.4655160833
28084,1821,3,1,1,163842.3328003331
10444,1503,3,3,2,123251.8865919136
34433,1383,5,1,1,236817.86352869048
15670,2673,2,3,0,264376.1713517214
36579,1102,4,2,1,117184.75145717988
16193,1645,2,2,1,212720.2340058612
652,2092,4,2,2,246644.1788837266
49840,2275,5,2,2,324158.53842764586
24272,2105,5,2,2,264657.79619968584
3623,2661,4,1,0,279168.29345796735
5333,2625,4,2,2,258377.8597693039
7226,1667,3,2,1,273283.6379291364
47103,1685,3,3,2,179776.8362879305
